token,index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,labels_short,type
920,920,"N85 Other noninflammatory disorders of uterus, except cervix",6791,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N85,icdcodes
921,921,N86 Erosion and ectropion of cervix uteri,1652,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N86,icdcodes
922,922,N87 Dysplasia of cervix uteri,6060,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N87,icdcodes
923,923,N88 Other noninflammatory disorders of cervix uteri,2519,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N88,icdcodes
924,924,N89 Other noninflammatory disorders of vagina,9965,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N89,icdcodes
925,925,N90 Other noninflammatory disorders of vulva and perineum,5257,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N90,icdcodes
926,926,"N91 Absent, scanty and rare menstruation",1967,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N91,icdcodes
927,927,"N92 Excessive, frequent and irregular menstruation",23776,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N92,icdcodes
928,928,N93 Other abnormal uterine and vaginal bleeding,8879,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N93,icdcodes
929,929,N94 Pain and other conditions associated with female genital organs and menstrual cycle,9761,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N94,icdcodes
930,930,N95 Menopausal and other perimenopausal disorders,30233,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N95,icdcodes
931,931,N96 Habitual aborter,26,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N96,icdcodes
932,932,N97 Female infertility,3280,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N97,icdcodes
933,933,N98 Complications associated with artificial fertilisation,51,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N98,icdcodes
934,934,"N99 Postprocedural disorders of genito-urinary system, not elsewhere classified",1471,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78,N99,icdcodes
935,935,O00 Ectopic pregnancy,824,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O00,icdcodes
936,936,O01 Hydatidiform mole,181,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O01,icdcodes
937,937,O02 Other abnormal products of conception,1836,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O02,icdcodes
938,938,O03 Spontaneous abortion,4640,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O03,icdcodes
939,939,O04 Medical abortion,3219,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O04,icdcodes
940,940,O05 Other abortion,6,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O05,icdcodes
941,941,O06 Unspecified abortion,406,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O06,icdcodes
942,942,O07 Failed attempted abortion,21,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O07,icdcodes
943,943,O08 Complications following abortion and ectopic and molar pregnancy,70,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O08,icdcodes
944,944,"O10 Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",109,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O10,icdcodes
945,945,O11 Pre-existing hypertensive disorder with superimposed proteinuria,22,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O11,icdcodes
946,946,O12 Gestational [pregnancy-induced] oedema and proteinuria without hypertension,179,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O12,icdcodes
947,947,O13 Gestational [pregnancy-induced] hypertension without significant proteinuria,677,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O13,icdcodes
948,948,O14 Gestational [pregnancy-induced] hypertension with significant proteinuria,456,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O14,icdcodes
949,949,O15 Eclampsia,74,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O15,icdcodes
950,950,O16 Unspecified maternal hypertension,689,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O16,icdcodes
951,951,O20 Haemorrhage in early pregnancy,1249,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O20,icdcodes
952,952,O21 Excessive vomiting in pregnancy,332,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O21,icdcodes
953,953,O22 Venous complications in pregnancy,121,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O22,icdcodes
